Product Name,Year Month,Warehouse Inventory,Inventory Cost Per Unit,Product Category,Product Department,Storage Cost
"LIJA Women's Mid-Length Panel Golf Shorts",2016-11-01 00:00:00.000,0,1.98714,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2016-11-01 00:00:00.000,0,2.16934,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2016-11-01 00:00:00.000,0,0.91998,"Golf Shoes","Outdoors",0
"LIJA Women's Eyelet Sleeveless Golf Polo",2016-10-01 00:00:00.000,0,1.91191,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2016-10-01 00:00:00.000,0,1.21414,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2016-10-01 00:00:00.000,0,0.38283,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2016-10-01 00:00:00.000,0,1.21408,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2016-09-01 00:00:00.000,0,0.44528,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2016-09-01 00:00:00.000,0,0.73218,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2016-09-01 00:00:00.000,0,1.2158,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2016-08-01 00:00:00.000,0,1.25293,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2016-08-01 00:00:00.000,0,1.53947,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2016-08-01 00:00:00.000,0,0.39599,"Golf Shoes","Outdoors",0
"LIJA Women's Eyelet Sleeveless Golf Polo",2016-07-01 00:00:00.000,0,1.20062,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2016-07-01 00:00:00.000,0,2.28503,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2016-07-01 00:00:00.000,0,0.77672,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2016-07-01 00:00:00.000,0,0.90848,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2016-06-01 00:00:00.000,0,1.86812,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2016-06-01 00:00:00.000,0,1.29457,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2016-06-01 00:00:00.000,0,2.17633,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2016-05-01 00:00:00.000,0,0.50912,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2016-05-01 00:00:00.000,0,1.31295,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2016-05-01 00:00:00.000,0,0.35156,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2016-04-01 00:00:00.000,0,0.45105,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2016-04-01 00:00:00.000,0,2.20186,"Golf Shoes","Outdoors",0
"LIJA Women's Eyelet Sleeveless Golf Polo",2016-03-01 00:00:00.000,0,0.95717,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2016-03-01 00:00:00.000,0,0.27565,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2016-03-01 00:00:00.000,0,0.90431,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2016-03-01 00:00:00.000,0,0.20471,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2016-02-01 00:00:00.000,0,0.49102,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2016-02-01 00:00:00.000,0,1.49822,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2016-02-01 00:00:00.000,0,0.77375,"Golf Shoes","Outdoors",0
"LIJA Women's Eyelet Sleeveless Golf Polo",2016-01-01 00:00:00.000,0,0.23386,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2016-01-01 00:00:00.000,0,1.68354,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2016-01-01 00:00:00.000,0,1.53382,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2016-01-01 00:00:00.000,0,1.49182,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2015-12-01 00:00:00.000,0,2.19079,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2015-12-01 00:00:00.000,0,1.81869,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2015-12-01 00:00:00.000,0,0.83788,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2015-11-01 00:00:00.000,0,1.55673,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2015-11-01 00:00:00.000,0,0.44037,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2015-11-01 00:00:00.000,0,2.25215,"Golf Shoes","Outdoors",0
"LIJA Women's Eyelet Sleeveless Golf Polo",2015-10-01 00:00:00.000,0,1.05735,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2015-10-01 00:00:00.000,0,1.47637,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2015-10-01 00:00:00.000,0,0.13049,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2015-10-01 00:00:00.000,0,0.37627,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2015-09-01 00:00:00.000,0,1.79323,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2015-09-01 00:00:00.000,0,1.08106,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2015-09-01 00:00:00.000,0,0.86482,"Golf Shoes","Outdoors",0
"LIJA Women's Eyelet Sleeveless Golf Polo",2015-08-01 00:00:00.000,0,1.88904,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2015-08-01 00:00:00.000,0,2.19445,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2015-08-01 00:00:00.000,0,1.39116,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2015-07-01 00:00:00.000,0,1.60383,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2015-07-01 00:00:00.000,0,1.81578,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2015-06-01 00:00:00.000,0,0.97813,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2015-06-01 00:00:00.000,0,1.50842,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2015-06-01 00:00:00.000,0,0.78391,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2015-05-01 00:00:00.000,0,0.54123,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2015-05-01 00:00:00.000,0,1.82666,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2015-05-01 00:00:00.000,0,1.19477,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2015-04-01 00:00:00.000,0,0.48166,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2015-04-01 00:00:00.000,0,1.66407,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2015-04-01 00:00:00.000,0,0.44441,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2015-03-01 00:00:00.000,0,0.76759,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2015-03-01 00:00:00.000,0,1.31367,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2015-03-01 00:00:00.000,0,1.78563,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2015-02-01 00:00:00.000,0,0.48953,"Golf Shoes","Outdoors",0
"LIJA Women's Argyle Golf Polo",2015-02-01 00:00:00.000,0,1.02525,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2015-02-01 00:00:00.000,0,2.1064,"Golf Shoes","Outdoors",0
"LIJA Women's Mid-Length Panel Golf Shorts",2015-01-01 00:00:00.000,0,0.17379,"Golf Shoes","Outdoors",0
"LIJA Women's Button Golf Dress",2015-01-01 00:00:00.000,0,1.39693,"Golf Shoes","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2017-12-01 00:00:00.000,0,1.5587,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2017-12-01 00:00:00.000,0,1.1476,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2017-12-01 00:00:00.000,0,0.66784,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2017-11-01 00:00:00.000,0,2.26641,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2017-11-01 00:00:00.000,0,1.19935,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2017-11-01 00:00:00.000,0,1.03187,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2017-10-01 00:00:00.000,0,0.57951,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2017-10-01 00:00:00.000,0,2.31264,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2017-09-01 00:00:00.000,0,1.33605,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2017-09-01 00:00:00.000,0,2.09891,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2017-09-01 00:00:00.000,0,1.19893,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2017-08-01 00:00:00.000,0,0.88534,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2017-07-01 00:00:00.000,0,0.3938,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2017-06-01 00:00:00.000,0,1.9097,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2017-06-01 00:00:00.000,0,2.07511,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2017-04-01 00:00:00.000,0,0.55742,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2017-04-01 00:00:00.000,0,1.37548,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2017-03-01 00:00:00.000,0,1.03998,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2017-03-01 00:00:00.000,0,0.69236,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2017-03-01 00:00:00.000,0,0.54004,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2017-02-01 00:00:00.000,0,0.93774,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2017-02-01 00:00:00.000,0,1.87056,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2017-02-01 00:00:00.000,0,1.54548,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2017-01-01 00:00:00.000,0,1.29607,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2017-01-01 00:00:00.000,0,1.99864,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2017-01-01 00:00:00.000,0,2.09363,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2016-12-01 00:00:00.000,0,2.14245,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2016-12-01 00:00:00.000,0,0.57943,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2016-12-01 00:00:00.000,0,1.98858,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2016-11-01 00:00:00.000,0,1.21341,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2016-11-01 00:00:00.000,0,1.15235,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2016-11-01 00:00:00.000,0,1.47669,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2016-10-01 00:00:00.000,0,1.45713,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2016-10-01 00:00:00.000,0,1.91606,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2016-10-01 00:00:00.000,0,1.35943,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2016-09-01 00:00:00.000,0,1.39983,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2016-09-01 00:00:00.000,0,0.93782,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2016-09-01 00:00:00.000,0,1.99722,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2016-08-01 00:00:00.000,0,0.79337,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2016-08-01 00:00:00.000,0,1.61016,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2016-08-01 00:00:00.000,0,1.31667,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2016-07-01 00:00:00.000,0,0.1466,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2016-07-01 00:00:00.000,0,1.64797,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2016-07-01 00:00:00.000,0,0.21037,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2016-06-01 00:00:00.000,0,1.47026,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2016-06-01 00:00:00.000,0,2.32223,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2016-06-01 00:00:00.000,0,1.95956,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2016-05-01 00:00:00.000,0,1.25762,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2016-05-01 00:00:00.000,0,0.51315,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2016-05-01 00:00:00.000,0,1.00709,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2016-04-01 00:00:00.000,0,2.07312,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2016-04-01 00:00:00.000,0,1.64117,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2016-04-01 00:00:00.000,0,1.95428,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2016-03-01 00:00:00.000,0,1.2504,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2016-03-01 00:00:00.000,0,1.92178,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2016-03-01 00:00:00.000,0,1.84993,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2016-02-01 00:00:00.000,0,1.26785,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2016-02-01 00:00:00.000,0,0.73439,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2016-02-01 00:00:00.000,0,1.29981,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2016-01-01 00:00:00.000,0,0.51095,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2016-01-01 00:00:00.000,0,2.15676,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2016-01-01 00:00:00.000,0,0.72432,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2015-12-01 00:00:00.000,0,1.2891,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2015-12-01 00:00:00.000,0,2.14784,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2015-12-01 00:00:00.000,0,1.95735,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2015-11-01 00:00:00.000,0,0.92088,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2015-11-01 00:00:00.000,0,1.4423,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2015-11-01 00:00:00.000,0,1.81154,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2015-10-01 00:00:00.000,0,1.45246,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2015-10-01 00:00:00.000,0,0.1167,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2015-10-01 00:00:00.000,0,1.73055,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2015-09-01 00:00:00.000,0,1.95698,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2015-09-01 00:00:00.000,0,1.83326,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2015-08-01 00:00:00.000,0,1.02048,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2015-08-01 00:00:00.000,0,1.17774,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2015-07-01 00:00:00.000,0,0.94301,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2015-07-01 00:00:00.000,0,1.20268,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2015-07-01 00:00:00.000,0,1.67794,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2015-06-01 00:00:00.000,0,0.52105,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2015-06-01 00:00:00.000,0,1.35769,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2015-06-01 00:00:00.000,0,0.12871,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2015-05-01 00:00:00.000,0,0.86637,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2015-05-01 00:00:00.000,0,2.05784,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2015-05-01 00:00:00.000,0,1.29944,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2015-04-01 00:00:00.000,0,1.88044,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2015-04-01 00:00:00.000,0,1.04663,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2015-04-01 00:00:00.000,0,0.79296,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2015-03-01 00:00:00.000,0,1.72294,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2015-03-01 00:00:00.000,0,0.84245,"Women's Golf Clubs","Outdoors",0
"Cleveland Golf Collegiate My Custom Wedge 588",2015-03-01 00:00:00.000,0,0.37854,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2015-02-01 00:00:00.000,0,1.02259,"Women's Golf Clubs","Outdoors",0
"MDGolf Pittsburgh Penguins Putter",2015-02-01 00:00:00.000,0,1.46704,"Women's Golf Clubs","Outdoors",0
"TaylorMade White Smoke IN-12 Putter",2015-01-01 00:00:00.000,0,0.15899,"Women's Golf Clubs","Outdoors",0
"Glove It Women's Imperial Golf Glove",2017-12-01 00:00:00.000,0,1.56399,"Golf Balls","Outdoors",0
"Hirzl Women's Soffft Flex Golf Glove",2017-12-01 00:00:00.000,0,0.5795,"Golf Balls","Outdoors",0
"Hirzl Women's Hybrid Golf Glove",2017-12-01 00:00:00.000,0,1.06069,"Golf Balls","Outdoors",0
"Hirzl Men's Hybrid Golf Glove",2017-12-01 00:00:00.000,0,1.06017,"Golf Balls","Outdoors",0
"Glove It Women's Mod Oval Golf Glove",2017-12-01 00:00:00.000,0,0.79216,"Golf Balls","Outdoors",0
"Glove It Women's Imperial Golf Glove",2017-11-01 00:00:00.000,0,0.87019,"Golf Balls","Outdoors",0
"Hirzl Women's Soffft Flex Golf Glove",2017-11-01 00:00:00.000,0,2.28022,"Golf Balls","Outdoors",0
"Hirzl Women's Hybrid Golf Glove",2017-11-01 00:00:00.000,0,0.44146,"Golf Balls","Outdoors",0
"Hirzl Men's Hybrid Golf Glove",2017-11-01 00:00:00.000,0,1.18082,"Golf Balls","Outdoors",0
"Glove It Women's Mod Oval Golf Glove",2017-11-01 00:00:00.000,0,2.23179,"Golf Balls","Outdoors",0
"Glove It Women's Imperial Golf Glove",2017-10-01 00:00:00.000,0,0.14742,"Golf Balls","Outdoors",0
"Hirzl Women's Soffft Flex Golf Glove",2017-10-01 00:00:00.000,0,1.68079,"Golf Balls","Outdoors",0
"Hirzl Women's Hybrid Golf Glove",2017-10-01 00:00:00.000,0,2.0864,"Golf Balls","Outdoors",0
"Hirzl Men's Hybrid Golf Glove",2017-10-01 00:00:00.000,0,2.18555,"Golf Balls","Outdoors",0
"Glove It Women's Mod Oval Golf Glove",2017-10-01 00:00:00.000,0,0.77133,"Golf Balls","Outdoors",0
"Glove It Women's Imperial Golf Glove",2017-09-01 00:00:00.000,0,1.71396,"Golf Balls","Outdoors",0
"Hirzl Women's Soffft Flex Golf Glove",2017-09-01 00:00:00.000,0,2.13977,"Golf Balls","Outdoors",0
"Hirzl Women's Hybrid Golf Glove",2017-09-01 00:00:00.000,0,0.18068,"Golf Balls","Outdoors",0
"Hirzl Men's Hybrid Golf Glove",2017-09-01 00:00:00.000,0,0.65849,"Golf Balls","Outdoors",0
"Glove It Women's Mod Oval Golf Glove",2017-09-01 00:00:00.000,0,0.34217,"Golf Balls","Outdoors",0
"Glove It Women's Imperial Golf Glove",2017-08-01 00:00:00.000,0,0.96125,"Golf Balls","Outdoors",0
"Hirzl Women's Soffft Flex Golf Glove",2017-08-01 00:00:00.000,0,1.87235,"Golf Balls","Outdoors",0
"Hirzl Women's Hybrid Golf Glove",2017-08-01 00:00:00.000,0,2.14135,"Golf Balls","Outdoors",0
"Hirzl Men's Hybrid Golf Glove",2017-08-01 00:00:00.000,0,2.01868,"Golf Balls","Outdoors",0
"Glove It Women's Mod Oval Golf Glove",2017-08-01 00:00:00.000,0,1.13073,"Golf Balls","Outdoors",0
"Glove It Women's Imperial Golf Glove",2017-07-01 00:00:00.000,0,0.43424,"Golf Balls","Outdoors",0
"Hirzl Women's Soffft Flex Golf Glove",2017-07-01 00:00:00.000,0,1.30468,"Golf Balls","Outdoors",0
"Hirzl Women's Hybrid Golf Glove",2017-07-01 00:00:00.000,0,1.14552,"Golf Balls","Outdoors",0
"Hirzl Men's Hybrid Golf Glove",2017-07-01 00:00:00.000,0,1.88593,"Golf Balls","Outdoors",0
"Glove It Women's Mod Oval Golf Glove",2017-07-01 00:00:00.000,0,0.10349,"Golf Balls","Outdoors",0
"Glove It Women's Imperial Golf Glove",2017-06-01 00:00:00.000,0,0.56024,"Golf Balls","Outdoors",0
"Hirzl Women's Soffft Flex Golf Glove",2017-06-01 00:00:00.000,0,1.50291,"Golf Balls","Outdoors",0
"Hirzl Women's Hybrid Golf Glove",2017-06-01 00:00:00.000,0,0.72629,"Golf Balls","Outdoors",0
"Hirzl Men's Hybrid Golf Glove",2017-06-01 00:00:00.000,0,0.32433,"Golf Balls","Outdoors",0
"Glove It Women's Mod Oval Golf Glove",2017-06-01 00:00:00.000,0,1.44229,"Golf Balls","Outdoors",0
"Glove It Women's Imperial Golf Glove",2017-05-01 00:00:00.000,0,2.13592,"Golf Balls","Outdoors",0
"Hirzl Women's Soffft Flex Golf Glove",2017-05-01 00:00:00.000,0,1.48278,"Golf Balls","Outdoors",0
"Hirzl Women's Hybrid Golf Glove",2017-05-01 00:00:00.000,0,0.78146,"Golf Balls","Outdoors",0
"Hirzl Men's Hybrid Golf Glove",2017-05-01 00:00:00.000,0,0.41625,"Golf Balls","Outdoors",0
"Glove It Women's Mod Oval Golf Glove",2017-05-01 00:00:00.000,0,0.99653,"Golf Balls","Outdoors",0
"Glove It Women's Imperial Golf Glove",2017-04-01 00:00:00.000,0,1.07625,"Golf Balls","Outdoors",0
"Hirzl Men's Hybrid Golf Glove",2017-04-01 00:00:00.000,0,0.88292,"Golf Balls","Outdoors",0
"Hirzl Men's Hybrid Golf Glove",2017-03-01 00:00:00.000,0,2.3256,"Golf Balls","Outdoors",0
"Glove It Women's Mod Oval Golf Glove",2017-03-01 00:00:00.000,0,0.93273,"Golf Balls","Outdoors",0
"Glove It Women's Imperial Golf Glove",2017-02-01 00:00:00.000,0,0.33922,"Golf Balls","Outdoors",0
"Hirzl Women's Hybrid Golf Glove",2017-01-01 00:00:00.000,0,0.73479,"Golf Balls","Outdoors",0
"Hirzl Women's Soffft Flex Golf Glove",2016-12-01 00:00:00.000,0,1.98279,"Golf Balls","Outdoors",0
"Hirzl Women's Hybrid Golf Glove",2016-11-01 00:00:00.000,0,2.31627,"Golf Balls","Outdoors",0
"Hirzl Men's Hybrid Golf Glove",2016-11-01 00:00:00.000,0,2.16655,"Golf Balls","Outdoors",0
"Hirzl Women's Soffft Flex Golf Glove",2016-10-01 00:00:00.000,0,1.55442,"Golf Balls","Outdoors",0
"Hirzl Women's Hybrid Golf Glove",2016-10-01 00:00:00.000,0,0.78388,"Golf Balls","Outdoors",0
"Glove It Women's Imperial Golf Glove",2016-09-01 00:00:00.000,0,0.60755,"Golf Balls","Outdoors",0
"Hirzl Women's Soffft Flex Golf Glove",2016-09-01 00:00:00.000,0,1.4325,"Golf Balls","Outdoors",0
"Hirzl Women's Hybrid Golf Glove",2016-09-01 00:00:00.000,0,2.27318,"Golf Balls","Outdoors",0
"Glove It Women's Imperial Golf Glove",2016-08-01 00:00:00.000,0,0.4661,"Golf Balls","Outdoors",0
"Hirzl Men's Hybrid Golf Glove",2016-08-01 00:00:00.000,0,1.11666,"Golf Balls","Outdoors",0
"Glove It Women's Imperial Golf Glove",2016-07-01 00:00:00.000,0,1.79578,"Golf Balls","Outdoors",0
"Hirzl Men's Hybrid Golf Glove",2016-07-01 00:00:00.000,0,2.30737,"Golf Balls","Outdoors",0
"Glove It Women's Mod Oval Golf Glove",2016-06-01 00:00:00.000,0,0.90173,"Golf Balls","Outdoors",0
"Hirzl Women's Soffft Flex Golf Glove",2016-05-01 00:00:00.000,0,1.69198,"Golf Balls","Outdoors",0
"Hirzl Women's Hybrid Golf Glove",2016-05-01 00:00:00.000,0,2.11366,"Golf Balls","Outdoors",0
"Hirzl Men's Hybrid Golf Glove",2016-05-01 00:00:00.000,0,2.19624,"Golf Balls","Outdoors",0
"Glove It Women's Mod Oval Golf Glove",2016-05-01 00:00:00.000,0,2.28935,"Golf Balls","Outdoors",0
